Unnamed: 0,UID,Gender,Age,YearInCollege,Education,State,Major,JobExperience,TaskID,Complexity,Category,CorrectAnswer,UserAnswer,Duration,source_file
3,ad29a0ab,Female,18-24,Junior,High School / GED,Nevada,Computer Science,2,4,L-2,Interpolation,2,2,53.474,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014354_E3NZVEhPH0eHMftXsPDzsEGmRl9EyODN.csv
4,ad29a0ab,Female,18-24,Junior,High School / GED,Nevada,Computer Science,2,5,L-2,Concatenation,3,3,13.455,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014354_E3NZVEhPH0eHMftXsPDzsEGmRl9EyODN.csv
5,ad29a0ab,Female,18-24,Junior,High School / GED,Nevada,Computer Science,2,6,L-2,Interpolation,4,3,12.123,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014354_E3NZVEhPH0eHMftXsPDzsEGmRl9EyODN.csv
6,ad29a0ab,Female,18-24,Junior,High School / GED,Nevada,Computer Science,2,7,L-4,Concatenation,4,4,32.85,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014354_E3NZVEhPH0eHMftXsPDzsEGmRl9EyODN.csv
7,ad29a0ab,Female,18-24,Junior,High School / GED,Nevada,Computer Science,2,8,L-4,Interpolation,1,1,11.709,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014354_E3NZVEhPH0eHMftXsPDzsEGmRl9EyODN.csv
8,ad29a0ab,Female,18-24,Junior,High School / GED,Nevada,Computer Science,2,9,L-3,Concatenation,3,3,23.001,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014354_E3NZVEhPH0eHMftXsPDzsEGmRl9EyODN.csv
9,ad29a0ab,Female,18-24,Junior,High School / GED,Nevada,Computer Science,2,10,L-3,Interpolation,2,2,11.209,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014354_E3NZVEhPH0eHMftXsPDzsEGmRl9EyODN.csv
10,ad29a0ab,Female,18-24,Junior,High School / GED,Nevada,Computer Science,2,11,L-4,Concatenation,3,1,4.493,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014354_E3NZVEhPH0eHMftXsPDzsEGmRl9EyODN.csv
11,ad29a0ab,Female,18-24,Junior,High School / GED,Nevada,Computer Science,2,12,L-4,Interpolation,1,1,4.62,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014354_E3NZVEhPH0eHMftXsPDzsEGmRl9EyODN.csv
12,ad29a0ab,Female,18-24,Junior,High School / GED,Nevada,Computer Science,2,13,L-2,Concatenation,4,4,17.071,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014354_E3NZVEhPH0eHMftXsPDzsEGmRl9EyODN.csv
13,ad29a0ab,Female,18-24,Junior,High School / GED,Nevada,Computer Science,2,14,L-2,Interpolation,2,2,10.065,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014354_E3NZVEhPH0eHMftXsPDzsEGmRl9EyODN.csv
14,ad29a0ab,Female,18-24,Junior,High School / GED,Nevada,Computer Science,2,15,L-3,Concatenation,1,1,27.538,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014354_E3NZVEhPH0eHMftXsPDzsEGmRl9EyODN.csv
15,ad29a0ab,Female,18-24,Junior,High School / GED,Nevada,Computer Science,2,16,L-3,Interpolation,3,2,1.555,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014354_E3NZVEhPH0eHMftXsPDzsEGmRl9EyODN.csv
0,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,1,L-1,Concatenation,2,1,16.901,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
1,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,2,L-1,Interpolation,1,1,64.047,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
2,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,3,L-2,Concatenation,1,4,18.537,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
3,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,4,L-2,Interpolation,2,2,20.819,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
4,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,5,L-2,Concatenation,3,3,24.09,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
5,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,6,L-2,Interpolation,4,3,14.769,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
6,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,7,L-4,Concatenation,4,4,37.589,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
7,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,8,L-4,Interpolation,1,2,25.643,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
8,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,9,L-3,Concatenation,3,3,35.382,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
9,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,10,L-3,Interpolation,2,2,10.063,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
10,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,11,L-4,Concatenation,3,3,9.257,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
11,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,12,L-4,Interpolation,1,1,30.355,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
12,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,13,L-2,Concatenation,4,4,32.487,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
13,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,14,L-2,Interpolation,2,2,10.843,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
14,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,15,L-3,Concatenation,1,1,32.698,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
15,640779f0,Male,18-24,Sophomore,Some college/university,Nevada,Computer Engineering,2,16,L-3,Interpolation,3,3,23.522,AKIAYPZKJUD4MSKJLBUZ_v_20250506T014454_XEB_1ccii1BSjdllaTuvSj6UHY8VzMmc.csv
0,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,1,L-1,Concatenation,2,2,16.987,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
1,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,2,L-1,Interpolation,1,1,20.99,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
2,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,3,L-2,Concatenation,1,4,12.984,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
3,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,4,L-2,Interpolation,2,2,30.705,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
4,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,5,L-2,Concatenation,3,3,18.808,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
5,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,6,L-2,Interpolation,4,3,7.744,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
6,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,7,L-4,Concatenation,4,2,77.128,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
7,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,8,L-4,Interpolation,1,1,44.456,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
8,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,9,L-3,Concatenation,3,3,34.72,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
9,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,10,L-3,Interpolation,2,2,29.334,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
10,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,11,L-4,Concatenation,3,3,53.477,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
11,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,12,L-4,Interpolation,1,1,65.951,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
12,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,13,L-2,Concatenation,4,4,24.196,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
13,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,14,L-2,Interpolation,2,2,6.891,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
14,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,15,L-3,Concatenation,1,1,19.106,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
15,ab804763,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,3,16,L-3,Interpolation,3,3,25.868,AKIAYPZKJUD4MSKJLBUZ_v_20250506T015444_VHLSRPgFL3xCAKlqH7eSMHM.oSYw_F9n.csv
0,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,1,L-1,Concatenation,2,2,53.839,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
1,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,2,L-1,Interpolation,1,1,40.37,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
2,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,3,L-2,Concatenation,1,4,31.692,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
3,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,4,L-2,Interpolation,2,2,16.824,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
4,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,5,L-2,Concatenation,3,3,13.421,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
5,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,6,L-2,Interpolation,4,3,14.917,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
6,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,7,L-4,Concatenation,4,4,104.323,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
7,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,8,L-4,Interpolation,1,1,20.445,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
8,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,9,L-3,Concatenation,3,3,16.778,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
9,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,10,L-3,Interpolation,2,2,20.018,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
10,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,11,L-4,Concatenation,3,3,30.981,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
11,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,12,L-4,Interpolation,1,1,19.18,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
12,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,13,L-2,Concatenation,4,4,41.613,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
13,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,14,L-2,Interpolation,2,2,34.396,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
14,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,15,L-3,Concatenation,1,1,12.741,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
15,dabbc80c,Male,25-35,Sophomore,Some college/university,Nevada,Computer Science,1,16,L-3,Interpolation,3,3,28.79,AKIAYPZKJUD4MSKJLBUZ_v_20250506T020342_U7EZSEMZ82DAuzLlOjpxQiTH6Bevl37v.csv
0,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,1,L-1,Concatenation,2,2,17.838,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
1,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,2,L-1,Interpolation,1,1,20.214,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
2,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,3,L-2,Concatenation,1,4,31.982,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
3,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,4,L-2,Interpolation,2,2,46.726,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
4,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,5,L-2,Concatenation,3,3,33.51,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
5,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,6,L-2,Interpolation,4,3,24.958,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
6,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,7,L-4,Concatenation,4,1,116.977,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
7,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,8,L-4,Interpolation,1,1,78.079,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
8,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,9,L-3,Concatenation,3,3,95.264,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
9,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,10,L-3,Interpolation,2,2,41.569,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
10,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,11,L-4,Concatenation,3,3,82.552,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
11,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,12,L-4,Interpolation,1,1,33.284,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
12,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,13,L-2,Concatenation,4,4,20.709,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
13,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,14,L-2,Interpolation,2,2,18.232,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
14,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,15,L-3,Concatenation,1,1,33.392,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
15,4b83afb9,Male,18-24,Junior,Some college/university,Nevada,Computer Engineer,2,16,L-3,Interpolation,3,3,47.064,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023131_ki1J9Hzi7ZkUyJv187dPPfKVZ3rMPOXz.csv
0,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,1,L-1,Concatenation,2,2,22.811,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
1,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,2,L-1,Interpolation,1,1,17.196,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
2,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,3,L-2,Concatenation,1,4,19.076,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
3,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,4,L-2,Interpolation,2,2,20.142,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
4,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,5,L-2,Concatenation,3,3,13.592,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
5,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,6,L-2,Interpolation,4,3,34.374,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
6,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,7,L-4,Concatenation,4,4,26.849,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
7,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,8,L-4,Interpolation,1,1,20.305,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
8,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,9,L-3,Concatenation,3,3,17.047,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
9,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,10,L-3,Interpolation,2,2,37.435,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
10,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,11,L-4,Concatenation,3,3,17.304,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
11,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,12,L-4,Interpolation,1,1,18.962,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
12,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,13,L-2,Concatenation,4,4,16.329,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
13,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,14,L-2,Interpolation,2,2,13.756,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
14,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,15,L-3,Concatenation,1,1,52.609,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
15,117a6f0e,Male,18-24,Senior,Bachelor Degree,Nevada,computer engineering,3,16,L-3,Interpolation,3,2,16.622,AKIAYPZKJUD4MSKJLBUZ_v_20250506T023849_Z1RhBIfcG7lbF1VWUzNzY79qjpViaflo.csv
0,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,1,L-1,Concatenation,2,2,18.691,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
1,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,2,L-1,Interpolation,1,1,17.912,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
2,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,3,L-2,Concatenation,1,4,33.372,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
3,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,4,L-2,Interpolation,2,2,17.477,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
4,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,5,L-2,Concatenation,3,3,21.522,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
5,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,6,L-2,Interpolation,4,3,12.679,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
6,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,7,L-4,Concatenation,4,4,43.776,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
7,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,8,L-4,Interpolation,1,2,28.888,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
8,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,9,L-3,Concatenation,3,3,29.268,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
9,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,10,L-3,Interpolation,2,1,22.2,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
10,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,11,L-4,Concatenation,3,3,22.099,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
11,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,12,L-4,Interpolation,1,1,15.306,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
12,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,13,L-2,Concatenation,4,4,25.512,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
13,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,14,L-2,Interpolation,2,2,14.613,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
14,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,15,L-3,Concatenation,1,1,28.43,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
15,771f4a8a,Male,18-24,Junior,Some college/university,Nevada,Computer Engineering,4,16,L-3,Interpolation,3,3,29.6,AKIAYPZKJUD4MSKJLBUZ_v_20250506T031027_lTwHiqe_.KjBK.tVWYZ69lnUvj2D_bIm.csv
